"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,1000,1000,0.005,3,random,hdf5,27.027,1.344,28.512
2,1000,1000,0.005,3,random,hdf5,29.945,1.417,31.452
3,1000,1000,0.005,3,random,hdf5,21.827,1.121,23.023
4,1000,1000,0.005,3,random,hdf5,18.584,0.967,19.601
5,1000,1000,0.005,3,random,hdf5,24.381,1.406,25.884
6,1000,1000,0.005,3,random,hdf5,21.568,1.048,22.678
7,1000,1000,0.005,3,random,hdf5,25.727,1.275,27.086
8,1000,1000,0.005,3,random,hdf5,27.114,1.231,28.428
9,1000,1000,0.005,3,random,hdf5,23.868,1.082,25.054
10,1000,1000,0.005,3,random,hdf5,20.993,1.2,22.255
1,1000,1000,0.01,3,random,hdf5,30.05,1.366,31.857
2,1000,1000,0.01,3,random,hdf5,29.592,1.282,31.055
3,1000,1000,0.01,3,random,hdf5,24.638,1.241,25.974
4,1000,1000,0.01,3,random,hdf5,26.59,1.225,28.183
5,1000,1000,0.01,3,random,hdf5,25.727,1.384,27.512
6,1000,1000,0.01,3,random,hdf5,24.053,1.419,25.875
7,1000,1000,0.01,3,random,hdf5,28.333,1.261,30.082
8,1000,1000,0.01,3,random,hdf5,25.738,1.054,27.084
9,1000,1000,0.01,3,random,hdf5,23.818,1.407,25.488
10,1000,1000,0.01,3,random,hdf5,30.477,1.325,32.076
1,1000,1000,0.05,3,random,hdf5,22.169,1.143,23.395
2,1000,1000,0.05,3,random,hdf5,23.563,1.895,25.586
3,1000,1000,0.05,3,random,hdf5,28.89,1.437,30.407
4,1000,1000,0.05,3,random,hdf5,23.529,1.098,24.736
5,1000,1000,0.05,3,random,hdf5,29.777,1.304,31.169
6,1000,1000,0.05,3,random,hdf5,21.302,1.005,22.4
7,1000,1000,0.05,3,random,hdf5,31.355,1.546,33.013
8,1000,1000,0.05,3,random,hdf5,24.549,2.059,26.717
9,1000,1000,0.05,3,random,hdf5,29.257,1.458,30.821
10,1000,1000,0.05,3,random,hdf5,27.109,1.287,28.521
1,1000,1000,0.1,3,random,hdf5,26.481,1.143,27.697
2,1000,1000,0.1,3,random,hdf5,23.496,0.967,24.528
3,1000,1000,0.1,3,random,hdf5,21.568,1.081,22.717
4,1000,1000,0.1,3,random,hdf5,19.926,1.626,21.632
5,1000,1000,0.1,3,random,hdf5,23.554,1.412,25.029
6,1000,1000,0.1,3,random,hdf5,26.362,1.186,27.639
7,1000,1000,0.1,3,random,hdf5,25.495,1.062,26.62
8,1000,1000,0.1,3,random,hdf5,22.717,1.073,23.884
9,1000,1000,0.1,3,random,hdf5,20.256,1.087,21.41
10,1000,1000,0.1,3,random,hdf5,26.857,1.367,28.316
1,1000,1000,0.2,3,random,hdf5,24.206,1.075,25.348
2,1000,1000,0.2,3,random,hdf5,20.133,0.791,20.977
3,1000,1000,0.2,3,random,hdf5,20.538,1.12,21.713
4,1000,1000,0.2,3,random,hdf5,26.201,1.251,27.52
5,1000,1000,0.2,3,random,hdf5,23.7,1.166,24.929
6,1000,1000,0.2,3,random,hdf5,22.46,0.874,23.391
7,1000,1000,0.2,3,random,hdf5,22.697,1.201,23.957
8,1000,1000,0.2,3,random,hdf5,22.546,1.113,23.719
9,1000,1000,0.2,3,random,hdf5,28.156,1.157,29.398
10,1000,1000,0.2,3,random,hdf5,24.649,1.133,25.845
1,1000,1000,0.5,3,random,hdf5,26.241,1.412,27.722
2,1000,1000,0.5,3,random,hdf5,25.686,1.024,26.79
3,1000,1000,0.5,3,random,hdf5,26.649,1.198,27.923
4,1000,1000,0.5,3,random,hdf5,29.114,1.474,30.666
5,1000,1000,0.5,3,random,hdf5,30.066,1.141,31.278
6,1000,1000,0.5,3,random,hdf5,28.899,1.177,30.165
7,1000,1000,0.5,3,random,hdf5,32.466,1.316,33.864
8,1000,1000,0.5,3,random,hdf5,30.609,1.345,32.071
9,1000,1000,0.5,3,random,hdf5,21.866,1.132,23.061
10,1000,1000,0.5,3,random,hdf5,31.312,1.309,32.756
1,1000,1000,0.8,3,random,hdf5,42.448,1.614,44.192
2,1000,1000,0.8,3,random,hdf5,37.335,1.582,39.021
3,1000,1000,0.8,3,random,hdf5,42.955,1.853,44.938
4,1000,1000,0.8,3,random,hdf5,44.568,1.48,46.193
5,1000,1000,0.8,3,random,hdf5,37.24,1.328,38.67
6,1000,1000,0.8,3,random,hdf5,34.676,1.358,36.182
7,1000,1000,0.8,3,random,hdf5,37.695,1.401,39.198
8,1000,1000,0.8,3,random,hdf5,38.677,1.588,40.404
9,1000,1000,0.8,3,random,hdf5,36.726,1.302,38.127
10,1000,1000,0.8,3,random,hdf5,38.864,1.234,40.238
1,1000,1000,1,3,random,hdf5,15.234,0.468,15.74
2,1000,1000,1,3,random,hdf5,16.036,0.472,16.582
3,1000,1000,1,3,random,hdf5,15.651,0.481,16.171
4,1000,1000,1,3,random,hdf5,19.503,0.627,20.178
5,1000,1000,1,3,random,hdf5,14.528,0.531,15.095
6,1000,1000,1,3,random,hdf5,14.873,0.627,15.54
7,1000,1000,1,3,random,hdf5,14.148,0.441,14.624
8,1000,1000,1,3,random,hdf5,12.817,0.325,13.193
9,1000,1000,1,3,random,hdf5,10.632,0.471,11.14
