"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,10,3,random,hdf5,0.981053283796368,1704966.34642098,21,NA
2,500,1000,10,3,random,hdf5,0.973671041849226,1224655.64218188,35,NA
3,500,1000,10,3,random,hdf5,1,1636617.44184108,28,NA
4,500,1000,10,3,random,hdf5,0.963176056941815,1372902.44495632,13,NA
5,500,1000,10,3,random,hdf5,0.974627499283091,1434040.33477754,13,NA
6,500,1000,10,3,random,hdf5,1,1708448.51572239,18,NA
7,500,1000,10,3,random,hdf5,0.987200495180968,1386228.79880325,12,NA
8,500,1000,10,3,random,hdf5,0.97609975020992,1441436.44125213,19,NA
9,500,1000,10,3,random,hdf5,1,1909524.73357906,15,NA
10,500,1000,10,3,random,hdf5,0.973690245412929,1331467.57482883,15,NA
11,500,1000,10,3,random,hdf5,0.986424166994009,1275591.36005188,16,NA
12,500,1000,10,3,random,hdf5,0.987266550895965,1220122.55974866,13,NA
13,500,1000,10,3,random,hdf5,0.987358462629146,1222982.88238416,20,NA
14,500,1000,10,3,random,hdf5,0.972400644640324,1316725.28289328,19,NA
15,500,1000,10,3,random,hdf5,0.986217669619372,1796723.37036836,31,NA
16,500,1000,10,3,random,hdf5,1,1511466.8903071,23,NA
17,500,1000,10,3,random,hdf5,0.993289131353285,1157443.18754156,23,NA
18,500,1000,10,3,random,hdf5,1,1195762.49366383,12,NA
19,500,1000,10,3,random,hdf5,0.993347794837715,1438264.45052719,27,NA
20,500,1000,10,3,random,hdf5,0.98674057826253,1438005.11211929,17,NA
21,500,1000,10,3,random,hdf5,1,1277579.68303991,17,NA
22,500,1000,10,3,random,hdf5,0.993094492222271,1456917.69453365,13,NA
23,500,1000,10,3,random,hdf5,0.979490714299775,1249865.98801969,22,NA
24,500,1000,10,3,random,hdf5,0.98725880022579,1370031.39352682,19,NA
25,500,1000,10,3,random,hdf5,0.982235640074758,1746040.82636048,23,NA
26,500,1000,10,3,random,hdf5,0.980057246009693,1254549.02094121,49,NA
27,500,1000,10,3,random,hdf5,0.966633436635564,1546607.27577373,20,NA
28,500,1000,10,3,random,hdf5,0.986426191446693,1274551.80426314,19,NA
29,500,1000,10,3,random,hdf5,0.98109517516845,1325586.93279242,21,NA
30,500,1000,10,3,random,hdf5,0.987368018549076,1189917.38703155,36,NA
31,500,1000,10,3,random,hdf5,0.957749817395147,1422314.32166986,18,NA
32,500,1000,10,3,random,hdf5,0.986217530897566,1421318.73982387,30,NA
33,500,1000,10,3,random,hdf5,0.987918074360358,1171184.44921824,17,NA
34,500,1000,10,3,random,hdf5,0.974554104154118,1347072.92718586,22,NA
35,500,1000,10,3,random,hdf5,0.994075136693,1310269.40558702,28,NA
36,500,1000,10,3,random,hdf5,0.944988055235479,1526466.23903638,14,NA
37,500,1000,10,3,random,hdf5,0.972891241795621,2096063.69972555,17,NA
38,500,1000,10,3,random,hdf5,0.982732940471267,1225620.15956768,27,NA
39,500,1000,10,3,random,hdf5,0.981292630817585,1344969.82002099,15,NA
40,500,1000,10,3,random,hdf5,0.981283770380531,1207055.78879037,22,NA
41,500,1000,10,3,random,hdf5,0.967248080224585,1381306.7987245,20,NA
42,500,1000,10,3,random,hdf5,0.993105587116989,1214623.9015629,19,NA
43,500,1000,10,3,random,hdf5,0.986419252245481,1417306.59527404,18,NA
44,500,1000,10,3,random,hdf5,0.988461636554236,1226672.71806717,15,NA
45,500,1000,10,3,random,hdf5,0.974508665342442,1273078.99302113,21,NA
46,500,1000,10,3,random,hdf5,0.993246964127456,1208464.1127538,13,NA
47,500,1000,10,3,random,hdf5,0.987230529259293,1265810.10067301,20,NA
48,500,1000,10,3,random,hdf5,0.941018290055289,1606775.02438289,19,NA
49,500,1000,10,3,random,hdf5,0.987940201419932,1408873.00820618,12,NA
50,500,1000,10,3,random,hdf5,0.94661723294046,1948796.35384168,19,NA
1,500,1000,35,3,random,hdf5,0.993217828684504,1216382.15909296,20,NA
