"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,5e+05,1000,0.005,3,random,hdf5,0.989522214774304,982382203.6333,12,NA
2,5e+05,1000,0.005,3,random,hdf5,0.989061118694398,1007816480.90722,13,NA
3,5e+05,1000,0.005,3,random,hdf5,0.98947626994603,997425908.446811,24,NA
4,5e+05,1000,0.005,3,random,hdf5,0.988513494593501,985038812.587219,15,NA
5,5e+05,1000,0.005,3,random,hdf5,0.988406829364141,995695595.403693,19,NA
6,5e+05,1000,0.005,3,random,hdf5,0.989564412979496,990470457.881104,16,NA
7,5e+05,1000,0.005,3,random,hdf5,0.98942648451419,1022778640.04001,15,NA
8,5e+05,1000,0.005,3,random,hdf5,0.989683766189321,1029379508.05246,15,NA
9,5e+05,1000,0.005,3,random,hdf5,0.989542633195597,989694950.501065,12,NA
10,5e+05,1000,0.005,3,random,hdf5,0.989446377209544,1006594831.8576,33,NA
1,5e+05,1000,0.01,3,random,hdf5,0.989410534135634,1013586208.75614,12,NA
2,5e+05,1000,0.01,3,random,hdf5,0.989571729041993,976492464.088341,13,NA
3,5e+05,1000,0.01,3,random,hdf5,0.989825942496072,999739346.070046,27,NA
4,5e+05,1000,0.01,3,random,hdf5,0.989040687243423,993168705.832339,16,NA
5,5e+05,1000,0.01,3,random,hdf5,0.989564602727869,1022381304.41658,21,NA
6,5e+05,1000,0.01,3,random,hdf5,0.988839525508457,997844000.560003,12,NA
7,5e+05,1000,0.01,3,random,hdf5,0.989252394320471,982205989.167169,21,NA
8,5e+05,1000,0.01,3,random,hdf5,0.988876047632984,991882498.530323,19,NA
9,5e+05,1000,0.01,3,random,hdf5,0.98938202894776,1013005857.75032,13,NA
10,5e+05,1000,0.01,3,random,hdf5,0.989161503519409,1006108215.56664,14,NA
1,5e+05,1000,0.05,3,random,hdf5,0.989722957931386,981997961.870157,16,NA
2,5e+05,1000,0.05,3,random,hdf5,0.989224347722711,994422235.416357,26,NA
3,5e+05,1000,0.05,3,random,hdf5,0.989692862283768,999772542.164818,16,NA
4,5e+05,1000,0.05,3,random,hdf5,0.98954401706093,1001514098.99968,15,NA
5,5e+05,1000,0.05,3,random,hdf5,0.989550634200817,997347056.506168,19,NA
6,5e+05,1000,0.05,3,random,hdf5,0.989744394242346,1013860624.65413,18,NA
7,5e+05,1000,0.05,3,random,hdf5,0.989300157039448,1004989557.23258,12,NA
8,5e+05,1000,0.05,3,random,hdf5,0.989313861138273,989557854.656628,20,NA
9,5e+05,1000,0.05,3,random,hdf5,0.988993940160759,1004068895.53618,17,NA
10,5e+05,1000,0.05,3,random,hdf5,0.989490636941665,1026768794.46308,11,NA
1,5e+05,1000,0.1,3,random,hdf5,0.989669464976303,999390963.247637,19,NA
2,5e+05,1000,0.1,3,random,hdf5,0.988898142523482,1044861406.42581,14,NA
3,5e+05,1000,0.1,3,random,hdf5,0.989547452247301,1013995541.57245,15,NA
