"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,1e+05,1000,75,5,kmeans++,kmeans,292.265,15.727,308.042
2,1e+05,1000,75,5,kmeans++,kmeans,325.024,15.559,340.667
3,1e+05,1000,75,5,kmeans++,kmeans,296.616,17.005,313.732
4,1e+05,1000,75,5,kmeans++,kmeans,333.245,20.178,353.516
5,1e+05,1000,75,5,kmeans++,kmeans,296.25,20.443,316.888
6,1e+05,1000,75,5,kmeans++,kmeans,280.896,17.018,297.955
7,1e+05,1000,75,5,kmeans++,kmeans,301.366,18.208,319.665
8,1e+05,1000,75,5,kmeans++,kmeans,335.368,17.634,353.09
9,1e+05,1000,75,5,kmeans++,kmeans,302.795,23.671,326.703
10,1e+05,1000,75,5,kmeans++,kmeans,315.086,19.532,334.733
1,1e+05,1000,75,13,kmeans++,kmeans,430.976,17.578,448.753
2,1e+05,1000,75,13,kmeans++,kmeans,541.67,30.627,572.662
3,1e+05,1000,75,13,kmeans++,kmeans,463.376,25.982,489.815
4,1e+05,1000,75,13,kmeans++,kmeans,517.32,28.022,545.764
5,1e+05,1000,75,13,kmeans++,kmeans,454.068,31.672,486.233
6,1e+05,1000,75,13,kmeans++,kmeans,380.392,17.853,398.49
7,1e+05,1000,75,13,kmeans++,kmeans,464.67,22.11,487.091
8,1e+05,1000,75,13,kmeans++,kmeans,385.776,18.82,404.901
9,1e+05,1000,75,13,kmeans++,kmeans,526.52,31.887,558.79
10,1e+05,1000,75,13,kmeans++,kmeans,484.662,23.229,508.115
1,1e+05,1000,75,14,kmeans++,kmeans,565.903,22.471,588.843
2,1e+05,1000,75,14,kmeans++,kmeans,490.972,20.179,511.455
3,1e+05,1000,75,14,kmeans++,kmeans,501.462,25.442,527.327
4,1e+05,1000,75,14,kmeans++,kmeans,531.589,26.261,558.272
5,1e+05,1000,75,14,kmeans++,kmeans,443.23,24.893,468.372
6,1e+05,1000,75,14,kmeans++,kmeans,426.337,19.957,446.491
7,1e+05,1000,75,14,kmeans++,kmeans,480.068,19.94,500.302
8,1e+05,1000,75,14,kmeans++,kmeans,391.979,28.356,420.826
9,1e+05,1000,75,14,kmeans++,kmeans,534.48,30.593,565.545
10,1e+05,1000,75,14,kmeans++,kmeans,422.254,20.261,442.736
1,1e+05,1000,75,15,kmeans++,kmeans,455.323,24.027,479.723
2,1e+05,1000,75,15,kmeans++,kmeans,529.75,27.932,558.106
3,1e+05,1000,75,15,kmeans++,kmeans,465.342,25.005,490.791
4,1e+05,1000,75,15,kmeans++,kmeans,474.3,19.254,493.974
5,1e+05,1000,75,15,kmeans++,kmeans,477.816,20.46,498.52
6,1e+05,1000,75,15,kmeans++,kmeans,474.835,22.052,497.102
7,1e+05,1000,75,15,kmeans++,kmeans,496.563,26.009,522.934
8,1e+05,1000,75,15,kmeans++,kmeans,483.147,20.568,504.147
9,1e+05,1000,75,15,kmeans++,kmeans,494.108,21.964,516.331
10,1e+05,1000,75,15,kmeans++,kmeans,513.97,21.046,535.485
1,1e+05,1000,75,16,kmeans++,kmeans,557.623,25.555,583.476
2,1e+05,1000,75,16,kmeans++,kmeans,572.197,24.44,596.899
3,1e+05,1000,75,16,kmeans++,kmeans,534.934,26.94,562.364
4,1e+05,1000,75,16,kmeans++,kmeans,616.781,27.234,644.353
5,1e+05,1000,75,16,kmeans++,kmeans,500.541,23.137,523.935
6,1e+05,1000,75,16,kmeans++,kmeans,531.546,28.041,559.966
7,1e+05,1000,75,16,kmeans++,kmeans,486.167,19.091,505.666
8,1e+05,1000,75,16,kmeans++,kmeans,553.877,26.116,580.281
9,1e+05,1000,75,16,kmeans++,kmeans,540.921,32.141,573.682
10,1e+05,1000,75,16,kmeans++,kmeans,501.696,22.647,524.561
